year,flow,cmd_code,cmd_desc,partner_iso3,partner,value_usd
2000,X,08,Frutas y frutos (castania / nuez del Brasil),USA,Estados Unidos,3138252.0
2000,X,12,Semillas oleaginosas (grano de soya),ARG,Argentina,6682325.0
2000,X,12,Semillas oleaginosas (grano de soya),BRA,Brasil,448742.0
2000,X,12,Semillas oleaginosas (grano de soya),CAN,Canada,101349.0
2000,X,12,Semillas oleaginosas (grano de soya),CHE,Suiza,169487.0
2000,X,12,Semillas oleaginosas (grano de soya),COL,Colombia,7676739.0
2000,X,12,Semillas oleaginosas (grano de soya),PER,Peru,7131698.0
2000,X,12,Semillas oleaginosas (grano de soya),ROW,Resto del mundo,14112011.0
2000,X,15,Grasas y aceites (aceite de soya),ARG,Argentina,147859.0
2000,X,15,Grasas y aceites (aceite de soya),BEL,Belgica,377189.0
2000,X,15,Grasas y aceites (aceite de soya),CHL,Chile,6857117.0
2000,X,15,Grasas y aceites (aceite de soya),CHN,China,169332.0
2000,X,15,Grasas y aceites (aceite de soya),COL,Colombia,15200315.0
2000,X,15,Grasas y aceites (aceite de soya),ECU,Ecuador,8914131.0
2000,X,15,Grasas y aceites (aceite de soya),GBR,Reino Unido,134805.0
2000,X,15,Grasas y aceites (aceite de soya),KOR,Corea del Sur,123587.0
2000,X,15,Grasas y aceites (aceite de soya),NLD,Paises Bajos,114485.0
2000,X,15,Grasas y aceites (aceite de soya),PER,Peru,14632361.0
2000,X,15,Grasas y aceites (aceite de soya),ROW,Resto del mundo,14421799.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),ARG,Argentina,393980.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),BEL,Belgica,311872.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),BRA,Brasil,175758.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),CHE,Suiza,420188.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),CHL,Chile,10199005.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),COL,Colombia,39608598.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),ECU,Ecuador,21767330.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),ESP,Espania,440491.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),GBR,Reino Unido,528715.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),IND,India,119955.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),JPN,Japon,131872.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),KOR,Corea del Sur,200759.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),NLD,Paises Bajos,240171.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),PER,Peru,32346820.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),ROW,Resto del mundo,14957269.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),RUS,Rusia,194159.0
2000,X,23,Residuos de la industria alimentaria (torta de soya),USA,Estados Unidos,1026125.0
2000,X,25,"Sal, azufre, boratos (ulexita)",BRA,Brasil,2740601.0
2000,X,25,"Sal, azufre, boratos (ulexita)",CHN,China,1502897.0
2000,X,25,"Sal, azufre, boratos (ulexita)",JPN,Japon,127697.0
2000,X,25,"Sal, azufre, boratos (ulexita)",ROW,Resto del mundo,6835818.0
2000,X,25,"Sal, azufre, boratos (ulexita)",USA,Estados Unidos,3181084.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ARE,Emiratos Arabes Unidos,390767.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ARG,Argentina,429309.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",BEL,Belgica,15435536.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CAN,Canada,224299.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHE,Suiza,404589.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHL,Chile,147893.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHN,China,40421929.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",COL,Colombia,221691.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ECU,Ecuador,998885.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ESP,Espania,12259177.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",IND,India,17767612.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",JPN,Japon,31300802.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",KOR,Corea del Sur,19399547.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",NLD,Paises Bajos,9695929.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",PER,Peru,186590.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ROW,Resto del mundo,21726696.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",RUS,Rusia,1326952.0
2000,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",USA,Estados Unidos,151984.0
2000,X,27,Combustibles minerales (gas natural),ARG,Argentina,36212168.0
2000,X,27,Combustibles minerales (gas natural),BEL,Belgica,111388.0
2000,X,27,Combustibles minerales (gas natural),BRA,Brasil,81476005.0
2000,X,27,Combustibles minerales (gas natural),CAN,Canada,146001.0
2000,X,27,Combustibles minerales (gas natural),CHL,Chile,802841.0
2000,X,27,Combustibles minerales (gas natural),CHN,China,144318.0
2000,X,27,Combustibles minerales (gas natural),COL,Colombia,458605.0
2000,X,27,Combustibles minerales (gas natural),ECU,Ecuador,119829.0
2000,X,27,Combustibles minerales (gas natural),ESP,Espania,129226.0
2000,X,27,Combustibles minerales (gas natural),KOR,Corea del Sur,285441.0
2000,X,27,Combustibles minerales (gas natural),PER,Peru,555231.0
2000,X,27,Combustibles minerales (gas natural),ROW,Resto del mundo,1992349.0
2000,X,27,Combustibles minerales (gas natural),RUS,Rusia,233876.0
2000,X,27,Combustibles minerales (gas natural),USA,Estados Unidos,114176.0
2000,X,44,Madera y manufacturas de madera,ARG,Argentina,6467473.0
2000,X,44,Madera y manufacturas de madera,BEL,Belgica,380821.0
2000,X,44,Madera y manufacturas de madera,CHL,Chile,178036.0
2000,X,44,Madera y manufacturas de madera,CHN,China,207237.0
2000,X,44,Madera y manufacturas de madera,ESP,Espania,257246.0
2000,X,44,Madera y manufacturas de madera,KOR,Corea del Sur,107784.0
2000,X,44,Madera y manufacturas de madera,PER,Peru,4962806.0
2000,X,44,Madera y manufacturas de madera,ROW,Resto del mundo,27158258.0
2000,X,44,Madera y manufacturas de madera,USA,Estados Unidos,9083428.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ARE,Emiratos Arabes Unidos,24694890.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ARG,Argentina,285611.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",BEL,Belgica,221326.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CAN,Canada,6188754.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CHE,Suiza,19305532.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CHN,China,236460.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",COL,Colombia,112963.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",DEU,Alemania,209599.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ECU,Ecuador,461188.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ESP,Espania,124543.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",GBR,Reino Unido,942113.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",IND,India,54522254.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",JPN,Japon,197133.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",NLD,Paises Bajos,117035.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",PER,Peru,1619350.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ROW,Resto del mundo,21862769.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",RUS,Rusia,511528.0
2000,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",USA,Estados Unidos,16143325.0
2000,X,80,Estanio y sus manufacturas,BEL,Belgica,11559626.0
2000,X,80,Estanio y sus manufacturas,BRA,Brasil,17893044.0
2000,X,80,Estanio y sus manufacturas,CAN,Canada,340943.0
2000,X,80,Estanio y sus manufacturas,COL,Colombia,494592.0
2000,X,80,Estanio y sus manufacturas,ECU,Ecuador,180254.0
2000,X,80,Estanio y sus manufacturas,ESP,Espania,164624.0
2000,X,80,Estanio y sus manufacturas,GBR,Reino Unido,100371.0
2000,X,80,Estanio y sus manufacturas,IND,India,332900.0
2000,X,80,Estanio y sus manufacturas,KOR,Corea del Sur,225338.0
2000,X,80,Estanio y sus manufacturas,NLD,Paises Bajos,11313313.0
2000,X,80,Estanio y sus manufacturas,PER,Peru,2205848.0
2000,X,80,Estanio y sus manufacturas,ROW,Resto del mundo,41319192.0
2000,X,80,Estanio y sus manufacturas,RUS,Rusia,204555.0
2000,X,80,Estanio y sus manufacturas,USA,Estados Unidos,36679244.0
2000,X,99,Otros productos no especificados,ARE,Emiratos Arabes Unidos,199712.0
2000,X,99,Otros productos no especificados,ARG,Argentina,26764065.0
2000,X,99,Otros productos no especificados,BEL,Belgica,2651268.0
2000,X,99,Otros productos no especificados,BRA,Brasil,39312683.0
2000,X,99,Otros productos no especificados,CAN,Canada,390068.0
2000,X,99,Otros productos no especificados,CHE,Suiza,210558.0
2000,X,99,Otros productos no especificados,CHL,Chile,22297917.0
2000,X,99,Otros productos no especificados,CHN,China,29595339.0
2000,X,99,Otros productos no especificados,COL,Colombia,196075.0
2000,X,99,Otros productos no especificados,DEU,Alemania,736696.0
2000,X,99,Otros productos no especificados,ECU,Ecuador,423206.0
2000,X,99,Otros productos no especificados,ESP,Espania,524342.0
2000,X,99,Otros productos no especificados,GBR,Reino Unido,165135.0
2000,X,99,Otros productos no especificados,IND,India,213412.0
2000,X,99,Otros productos no especificados,JPN,Japon,553964.0
2000,X,99,Otros productos no especificados,KOR,Corea del Sur,1179716.0
2000,X,99,Otros productos no especificados,NLD,Paises Bajos,150693.0
2000,X,99,Otros productos no especificados,PER,Peru,39963337.0
2000,X,99,Otros productos no especificados,ROW,Resto del mundo,120011004.0
2000,X,99,Otros productos no especificados,RUS,Rusia,1428683.0
2000,X,99,Otros productos no especificados,USA,Estados Unidos,60587235.0
2001,M,10,Cereales (trigo),ARG,Argentina,20639762.0
2001,M,10,Cereales (trigo),BRA,Brasil,5390670.0
2001,M,10,Cereales (trigo),ROW,Resto del mundo,14713116.0
2001,M,10,Cereales (trigo),USA,Estados Unidos,10496452.0
2001,M,27,"Combustibles (diesel, gasolinas)",ARG,Argentina,39947820.0
2001,M,27,"Combustibles (diesel, gasolinas)",CHL,Chile,53047232.0
2001,M,27,"Combustibles (diesel, gasolinas)",PER,Peru,22879743.0
2001,M,27,"Combustibles (diesel, gasolinas)",ROW,Resto del mundo,65694830.0
2001,M,27,"Combustibles (diesel, gasolinas)",USA,Estados Unidos,40470375.0
2001,M,30,Productos farmaceuticos,ARG,Argentina,7334975.0
2001,M,30,Productos farmaceuticos,CHN,China,10153438.0
2001,M,30,Productos farmaceuticos,DEU,Alemania,10578101.0
2001,M,30,Productos farmaceuticos,ROW,Resto del mundo,42158216.0
2001,M,30,Productos farmaceuticos,USA,Estados Unidos,15175269.0
2001,M,31,Abonos (fertilizantes),CHN,China,14700998.0
2001,M,31,Abonos (fertilizantes),ROW,Resto del mundo,32573692.0
2001,M,31,Abonos (fertilizantes),RUS,Rusia,12451017.0
2001,M,31,Abonos (fertilizantes),USA,Estados Unidos,8594293.0
2001,M,39,Plasticos y sus manufacturas,BRA,Brasil,25446614.0
2001,M,39,Plasticos y sus manufacturas,CHN,China,32966854.0
2001,M,39,Plasticos y sus manufacturas,ROW,Resto del mundo,46559732.0
2001,M,39,Plasticos y sus manufacturas,USA,Estados Unidos,14586800.0
2001,M,72,"Fundicion, hierro y acero",BRA,Brasil,29934089.0
2001,M,72,"Fundicion, hierro y acero",CHN,China,33439674.0
2001,M,72,"Fundicion, hierro y acero",PER,Peru,11675865.0
2001,M,72,"Fundicion, hierro y acero",ROW,Resto del mundo,44510373.0
2001,M,84,Maquinas y aparatos mecanicos,BRA,Brasil,54344786.0
2001,M,84,Maquinas y aparatos mecanicos,CHN,China,91662090.0
2001,M,84,Maquinas y aparatos mecanicos,DEU,Alemania,23510005.0
2001,M,84,Maquinas y aparatos mecanicos,ROW,Resto del mundo,92902508.0
2001,M,84,Maquinas y aparatos mecanicos,USA,Estados Unidos,45020611.0
2001,M,85,Maquinas y material electrico,BRA,Brasil,24594014.0
2001,M,85,Maquinas y material electrico,CHN,China,75963773.0
2001,M,85,Maquinas y material electrico,ROW,Resto del mundo,84058527.0
2001,M,85,Maquinas y material electrico,USA,Estados Unidos,20343686.0
2001,M,87,Vehiculos automoviles y partes,BRA,Brasil,38620113.0
2001,M,87,Vehiculos automoviles y partes,CHN,China,63184928.0
2001,M,87,Vehiculos automoviles y partes,JPN,Japon,44987914.0
2001,M,87,Vehiculos automoviles y partes,ROW,Resto del mundo,68105107.0
2001,M,87,Vehiculos automoviles y partes,USA,Estados Unidos,24221937.0
2001,M,99,Otros productos no especificados,BRA,Brasil,45330524.0
2001,M,99,Otros productos no especificados,CHN,China,55683859.0
2001,M,99,Otros productos no especificados,PER,Peru,25537686.0
2001,M,99,Otros productos no especificados,ROW,Resto del mundo,133505424.0
2001,M,99,Otros productos no especificados,USA,Estados Unidos,30302508.0
2001,X,02,Carnes (bovina),CHN,China,3304044.0
2001,X,02,Carnes (bovina),ECU,Ecuador,258035.0
2001,X,02,Carnes (bovina),PER,Peru,564600.0
2001,X,02,Carnes (bovina),ROW,Resto del mundo,816820.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),COL,Colombia,358323.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),ESP,Espania,2475951.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),GBR,Reino Unido,5054613.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),NLD,Paises Bajos,4286388.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),ROW,Resto del mundo,9081794.0
2001,X,08,Frutas y frutos (castania / nuez del Brasil),USA,Estados Unidos,3743355.0
2001,X,12,Semillas oleaginosas (grano de soya),ARE,Emiratos Arabes Unidos,124273.0
2001,X,12,Semillas oleaginosas (grano de soya),ARG,Argentina,7453229.0
2001,X,12,Semillas oleaginosas (grano de soya),CHE,Suiza,176426.0
2001,X,12,Semillas oleaginosas (grano de soya),COL,Colombia,7006081.0
2001,X,12,Semillas oleaginosas (grano de soya),ESP,Espania,237977.0
2001,X,12,Semillas oleaginosas (grano de soya),PER,Peru,7457611.0
2001,X,12,Semillas oleaginosas (grano de soya),ROW,Resto del mundo,14780140.0
2001,X,15,Grasas y aceites (aceite de soya),ARE,Emiratos Arabes Unidos,160554.0
2001,X,15,Grasas y aceites (aceite de soya),BEL,Belgica,162050.0
2001,X,15,Grasas y aceites (aceite de soya),CAN,Canada,181991.0
2001,X,15,Grasas y aceites (aceite de soya),CHL,Chile,5833114.0
2001,X,15,Grasas y aceites (aceite de soya),CHN,China,114728.0
2001,X,15,Grasas y aceites (aceite de soya),COL,Colombia,16261224.0
2001,X,15,Grasas y aceites (aceite de soya),ECU,Ecuador,9119232.0
2001,X,15,Grasas y aceites (aceite de soya),ESP,Espania,142800.0
2001,X,15,Grasas y aceites (aceite de soya),GBR,Reino Unido,232619.0
2001,X,15,Grasas y aceites (aceite de soya),JPN,Japon,179748.0
2001,X,15,Grasas y aceites (aceite de soya),NLD,Paises Bajos,111234.0
2001,X,15,Grasas y aceites (aceite de soya),PER,Peru,14913962.0
2001,X,15,Grasas y aceites (aceite de soya),ROW,Resto del mundo,14674039.0
2001,X,15,Grasas y aceites (aceite de soya),RUS,Rusia,170350.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),ARG,Argentina,1379307.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),BEL,Belgica,271637.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),BRA,Brasil,398680.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),CHL,Chile,9624979.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),COL,Colombia,36762906.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),DEU,Alemania,847552.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),ECU,Ecuador,24537382.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),GBR,Reino Unido,105259.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),IND,India,177686.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),KOR,Corea del Sur,487016.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),PER,Peru,36065661.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),ROW,Resto del mundo,13728205.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),RUS,Rusia,358834.0
2001,X,23,Residuos de la industria alimentaria (torta de soya),USA,Estados Unidos,190903.0
2001,X,25,"Sal, azufre, boratos (ulexita)",BRA,Brasil,3040478.0
2001,X,25,"Sal, azufre, boratos (ulexita)",CHN,China,1623497.0
2001,X,25,"Sal, azufre, boratos (ulexita)",ROW,Resto del mundo,6018008.0
2001,X,25,"Sal, azufre, boratos (ulexita)",USA,Estados Unidos,3836233.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ARE,Emiratos Arabes Unidos,136016.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ARG,Argentina,349151.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",BEL,Belgica,18194483.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",BRA,Brasil,543597.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHE,Suiza,259603.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHL,Chile,385005.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",CHN,China,35806655.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",COL,Colombia,251287.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",DEU,Alemania,262657.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ECU,Ecuador,183507.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ESP,Espania,13849083.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",GBR,Reino Unido,727060.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",IND,India,19086404.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",JPN,Japon,26767146.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",KOR,Corea del Sur,21524046.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",NLD,Paises Bajos,11134631.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",PER,Peru,520311.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",ROW,Resto del mundo,23264681.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",RUS,Rusia,499986.0
2001,X,26,"Minerales metaliferos (zinc, plomo, plata en concentrado)",USA,Estados Unidos,193582.0
2001,X,27,Combustibles minerales (gas natural),ARE,Emiratos Arabes Unidos,386219.0
2001,X,27,Combustibles minerales (gas natural),ARG,Argentina,52007458.0
2001,X,27,Combustibles minerales (gas natural),BEL,Belgica,160403.0
2001,X,27,Combustibles minerales (gas natural),BRA,Brasil,124120975.0
2001,X,27,Combustibles minerales (gas natural),CAN,Canada,305895.0
2001,X,27,Combustibles minerales (gas natural),CHE,Suiza,240928.0
2001,X,27,Combustibles minerales (gas natural),CHN,China,487240.0
2001,X,27,Combustibles minerales (gas natural),COL,Colombia,121428.0
2001,X,27,Combustibles minerales (gas natural),DEU,Alemania,770790.0
2001,X,27,Combustibles minerales (gas natural),ECU,Ecuador,450025.0
2001,X,27,Combustibles minerales (gas natural),ESP,Espania,452563.0
2001,X,27,Combustibles minerales (gas natural),GBR,Reino Unido,109686.0
2001,X,27,Combustibles minerales (gas natural),IND,India,454485.0
2001,X,27,Combustibles minerales (gas natural),JPN,Japon,160595.0
2001,X,27,Combustibles minerales (gas natural),KOR,Corea del Sur,824786.0
2001,X,27,Combustibles minerales (gas natural),NLD,Paises Bajos,273182.0
2001,X,27,Combustibles minerales (gas natural),PER,Peru,1089673.0
2001,X,27,Combustibles minerales (gas natural),ROW,Resto del mundo,3363045.0
2001,X,27,Combustibles minerales (gas natural),RUS,Rusia,513051.0
2001,X,27,Combustibles minerales (gas natural),USA,Estados Unidos,409133.0
2001,X,44,Madera y manufacturas de madera,ARG,Argentina,6092017.0
2001,X,44,Madera y manufacturas de madera,BEL,Belgica,140641.0
2001,X,44,Madera y manufacturas de madera,BRA,Brasil,294091.0
2001,X,44,Madera y manufacturas de madera,CHE,Suiza,162858.0
2001,X,44,Madera y manufacturas de madera,CHL,Chile,204950.0
2001,X,44,Madera y manufacturas de madera,DEU,Alemania,136153.0
2001,X,44,Madera y manufacturas de madera,ESP,Espania,175399.0
2001,X,44,Madera y manufacturas de madera,JPN,Japon,291874.0
2001,X,44,Madera y manufacturas de madera,PER,Peru,4857530.0
2001,X,44,Madera y manufacturas de madera,ROW,Resto del mundo,25707946.0
2001,X,44,Madera y manufacturas de madera,USA,Estados Unidos,10193684.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ARE,Emiratos Arabes Unidos,26677049.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ARG,Argentina,128359.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",BEL,Belgica,135125.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CAN,Canada,7603699.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CHE,Suiza,23599795.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CHL,Chile,997360.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",CHN,China,659713.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",COL,Colombia,718825.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",DEU,Alemania,437893.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",IND,India,47908059.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",JPN,Japon,153910.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",NLD,Paises Bajos,647972.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",ROW,Resto del mundo,20513156.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",RUS,Rusia,229755.0
2001,X,71,"Metales y piedras preciosas (oro, plata metalica, joyeria)",USA,Estados Unidos,17603775.0
2001,X,80,Estanio y sus manufacturas,ARE,Emiratos Arabes Unidos,162903.0
2001,X,80,Estanio y sus manufacturas,ARG,Argentina,181044.0
2001,X,80,Estanio y sus manufacturas,BEL,Belgica,11274101.0
2001,X,80,Estanio y sus manufacturas,BRA,Brasil,17456759.0
