country_iso3,country,isic2,sector_name,productivity_usd,employment,output_usd,exports_usd
ECU,Ecuador,27,Metales comunes (basicos),34352.2,3761,129198646.0,11825695.0
ECU,Ecuador,28,Productos metalicos,52402.0,2322,121677419.0,119552647.0
ECU,Ecuador,29,Maquinaria y equipo,49470.4,4789,236913558.0,145633972.0
ECU,Ecuador,30,Maquinaria de oficina/comp.,43685.7,3384,147832288.0,0.0
ECU,Ecuador,31,Maquinaria electrica,39978.4,4061,162352171.0,0.0
ECU,Ecuador,32,Equipo de comunicaciones,58544.9,3902,228442114.0,598088587.0
ECU,Ecuador,33,Instrumentos de precision,58580.5,3233,189390870.0,143346022.0
ECU,Ecuador,34,Vehiculos automotores,43932.1,1866,81977304.0,58642090.0
ECU,Ecuador,35,Otro equipo de transporte,28760.4,2772,79723852.0,0.0
ECU,Ecuador,36,Muebles y otras manuf.,18384.3,5989,110103788.0,0.0
EGY,Egipto,15,Alimentos y bebidas,33555.9,10709,359349825.0,17916623.0
EGY,Egipto,17,Textiles,16380.4,17037,279072277.0,119968.0
EGY,Egipto,18,Prendas de vestir,21569.8,15625,337028447.0,2313762.0
EGY,Egipto,19,Cuero y calzado,28735.5,16756,481492040.0,9983030.0
EGY,Egipto,20,Madera y corcho,30583.8,18606,569043026.0,5615273.0
EGY,Egipto,21,Papel y celulosa,17975.1,11188,201105497.0,0.0
EGY,Egipto,24,Sustancias y prod. quimicos,34655.6,16944,587204442.0,41780778.0
EGY,Egipto,25,Caucho y plastico,26809.4,10988,294582187.0,0.0
EGY,Egipto,26,Minerales no metalicos,34214.3,16418,561730928.0,22022599.0
EGY,Egipto,27,Metales comunes (basicos),18662.4,11701,218368983.0,1620513.0
EGY,Egipto,28,Productos metalicos,19728.1,13999,276173383.0,0.0
EGY,Egipto,29,Maquinaria y equipo,32366.1,14608,472803586.0,0.0
EGY,Egipto,30,Maquinaria de oficina/comp.,42737.8,12753,545035352.0,109582326.0
EGY,Egipto,31,Maquinaria electrica,71859.9,15000,1077897998.0,6583235718.0
EGY,Egipto,32,Equipo de comunicaciones,68152.5,9329,635794390.0,9712502257.0
EGY,Egipto,33,Instrumentos de precision,43882.8,6946,304809861.0,177179051.0
EGY,Egipto,34,Vehiculos automotores,42650.9,10495,447621582.0,134155555.0
EGY,Egipto,35,Otro equipo de transporte,52648.4,10939,575921059.0,570889152.0
EGY,Egipto,36,Muebles y otras manuf.,50870.1,22797,1159685319.0,586949138.0
ESP,Espania,15,Alimentos y bebidas,37320.9,141082,5265306607.0,3520855.0
ESP,Espania,17,Textiles,35949.6,206828,7435382602.0,0.0
ESP,Espania,18,Prendas de vestir,67229.2,205252,13798930645.0,161217734.0
ESP,Espania,19,Cuero y calzado,51019.7,171490,8749367890.0,7562946.0
ESP,Espania,20,Madera y corcho,61152.7,290650,17774031241.0,59144354.0
ESP,Espania,21,Papel y celulosa,75431.0,103346,7795487252.0,0.0
ESP,Espania,24,Sustancias y prod. quimicos,112740.9,120603,13596890860.0,3620786370.0
ESP,Espania,25,Caucho y plastico,129856.9,260541,33833046525.0,11760436675.0
ESP,Espania,26,Minerales no metalicos,42381.9,222068,9411664810.0,3325808.0
ESP,Espania,27,Metales comunes (basicos),113991.8,156598,17850888785.0,4151743929.0
ESP,Espania,28,Productos metalicos,73167.4,161213,11795529948.0,0.0
ESP,Espania,29,Maquinaria y equipo,62212.6,130618,8126090376.0,153489472.0
ESP,Espania,30,Maquinaria de oficina/comp.,80701.8,144709,11678271122.0,0.0
ESP,Espania,31,Maquinaria electrica,169811.4,163304,27730877962.0,31947214387.0
ESP,Espania,32,Equipo de comunicaciones,89138.3,133763,11923409649.0,1796385183.0
ESP,Espania,33,Instrumentos de precision,183112.7,131344,24050751928.0,36346385699.0
ESP,Espania,34,Vehiculos automotores,198358.6,159242,31587012991.0,126428565854.0
ESP,Espania,35,Otro equipo de transporte,120349.8,123473,14859947748.0,2984703399.0
ESP,Espania,36,Muebles y otras manuf.,44785.5,122972,5507364466.0,10943274.0
FRA,Francia,15,Alimentos y bebidas,114499.0,236279,27053710471.0,410576028.0
FRA,Francia,17,Textiles,89639.5,305742,27406572866.0,84037167.0
FRA,Francia,18,Prendas de vestir,36985.9,494991,18307698399.0,412689.0
FRA,Francia,19,Cuero y calzado,51430.3,318395,16375143305.0,1220257.0
FRA,Francia,20,Madera y corcho,79535.8,362240,28811039659.0,12529168.0
FRA,Francia,21,Papel y celulosa,102191.8,284124,29035150564.0,63454700.0
FRA,Francia,24,Sustancias y prod. quimicos,243895.4,250724,61150425000.0,83860265710.0
FRA,Francia,25,Caucho y plastico,55042.8,262458,14446414886.0,785581.0
FRA,Francia,26,Minerales no metalicos,134973.8,526945,71123765555.0,543993416.0
FRA,Francia,27,Metales comunes (basicos),145218.4,402557,58458668533.0,2947726862.0
FRA,Francia,28,Productos metalicos,76401.9,337133,25757607353.0,18217021.0
FRA,Francia,29,Maquinaria y equipo,114288.7,420621,48072226531.0,0.0
FRA,Francia,30,Maquinaria de oficina/comp.,311995.3,207818,64838249142.0,206553407978.0
FRA,Francia,31,Maquinaria electrica,261906.8,253127,66295685492.0,66247745975.0
FRA,Francia,32,Equipo de comunicaciones,152009.6,213938,32520638236.0,3099096962.0
FRA,Francia,33,Instrumentos de precision,123433.0,474136,58524023109.0,0.0
FRA,Francia,34,Vehiculos automotores,159726.4,216683,34609986458.0,7766487304.0
FRA,Francia,35,Otro equipo de transporte,184091.3,286628,52765713134.0,7461539649.0
FRA,Francia,36,Muebles y otras manuf.,92518.4,348364,32230090750.0,85508647.0
GBR,Reino Unido,15,Alimentos y bebidas,76378.4,199974,15273700429.0,235358065.0
GBR,Reino Unido,17,Textiles,45787.7,235554,10785467078.0,0.0
GBR,Reino Unido,18,Prendas de vestir,91864.1,345170,31708741669.0,447361831.0
GBR,Reino Unido,19,Cuero y calzado,65194.5,398336,25969308188.0,25345675.0
GBR,Reino Unido,20,Madera y corcho,84626.5,334851,28337267411.0,0.0
GBR,Reino Unido,21,Papel y celulosa,97346.8,176143,17146953755.0,945894024.0
GBR,Reino Unido,24,Sustancias y prod. quimicos,107248.4,183194,19647261800.0,616959109.0
GBR,Reino Unido,25,Caucho y plastico,165578.7,273198,45235773819.0,31407518094.0
GBR,Reino Unido,26,Minerales no metalicos,102996.1,331898,34184199290.0,250193120.0
GBR,Reino Unido,27,Metales comunes (basicos),78578.1,156801,12321122109.0,242740725.0
GBR,Reino Unido,28,Productos metalicos,117706.3,257630,30324668669.0,3415030869.0
GBR,Reino Unido,29,Maquinaria y equipo,213036.4,200280,42666936936.0,196284879066.0
GBR,Reino Unido,30,Maquinaria de oficina/comp.,203817.6,180599,36809252236.0,49758370450.0
GBR,Reino Unido,31,Maquinaria electrica,174294.2,234930,40946925561.0,9406455614.0
GBR,Reino Unido,32,Equipo de comunicaciones,73365.7,222594,16330755682.0,0.0
GBR,Reino Unido,33,Instrumentos de precision,114319.5,189754,21692584289.0,0.0
GBR,Reino Unido,34,Vehiculos automotores,90762.2,195230,17719513780.0,1265816046.0
GBR,Reino Unido,35,Otro equipo de transporte,72717.6,199830,14531156614.0,0.0
GBR,Reino Unido,36,Muebles y otras manuf.,79409.7,241908,19209853447.0,224938924.0
IDN,Indonesia,15,Alimentos y bebidas,18890.0,92174,1741165951.0,0.0
IDN,Indonesia,17,Textiles,22622.3,86146,1948819867.0,15806060.0
IDN,Indonesia,18,Prendas de vestir,15929.0,149793,2386047460.0,2800839.0
IDN,Indonesia,19,Cuero y calzado,29399.3,104867,3083021252.0,28405973.0
IDN,Indonesia,20,Madera y corcho,24356.7,98369,2395942511.0,0.0
IDN,Indonesia,21,Papel y celulosa,23961.5,81281,1947614650.0,3986460.0
IDN,Indonesia,24,Sustancias y prod. quimicos,22964.2,143354,3292017087.0,56467362.0
IDN,Indonesia,25,Caucho y plastico,20572.3,57549,1183914140.0,13559421.0
IDN,Indonesia,26,Minerales no metalicos,24211.0,174623,4227792817.0,35322581.0
IDN,Indonesia,27,Metales comunes (basicos),50622.6,105133,5322100951.0,0.0
IDN,Indonesia,28,Productos metalicos,18936.5,69234,1311052063.0,3170770.0
IDN,Indonesia,29,Maquinaria y equipo,47743.5,72431,3458112574.0,2719635358.0
IDN,Indonesia,30,Maquinaria de oficina/comp.,61773.1,54799,3385104644.0,10904218695.0
IDN,Indonesia,31,Maquinaria electrica,48329.6,115698,5591640650.0,5277281109.0
IDN,Indonesia,32,Equipo de comunicaciones,66584.5,74123,4935441868.0,81930864545.0
IDN,Indonesia,33,Instrumentos de precision,28618.3,44566,1275403291.0,125419393.0
IDN,Indonesia,34,Vehiculos automotores,32639.0,51535,1682048790.0,793144074.0
IDN,Indonesia,35,Otro equipo de transporte,46184.3,108083,4991734746.0,0.0
IDN,Indonesia,36,Muebles y otras manuf.,24651.4,80070,1973839622.0,24820181.0
IND,India,15,Alimentos y bebidas,10486.0,186424,1954842364.0,0.0
IND,India,17,Textiles,30886.8,259100,8002766917.0,635611987.0
IND,India,18,Prendas de vestir,13732.9,291082,3997411021.0,6412883.0
IND,India,19,Cuero y calzado,26606.6,158349,4213134989.0,152554054.0
IND,India,20,Madera y corcho,12848.6,274275,3524057412.0,2141905.0
IND,India,21,Papel y celulosa,50186.4,114162,5729377550.0,39211296916.0
IND,India,24,Sustancias y prod. quimicos,50034.4,124621,6235341055.0,69351295136.0
IND,India,25,Caucho y plastico,15129.6,191874,2902973620.0,18254248.0
IND,India,26,Minerales no metalicos,19442.2,115023,2236300248.0,105097045.0
IND,India,27,Metales comunes (basicos),30846.0,115920,3575665434.0,1905942497.0
IND,India,28,Productos metalicos,19910.4,190074,3784455609.0,0.0
IND,India,29,Maquinaria y equipo,16607.8,119572,1985825953.0,0.0
IND,India,30,Maquinaria de oficina/comp.,61419.2,119354,7330628073.0,60508072614.0
IND,India,31,Maquinaria electrica,30183.9,227422,6864474705.0,1266874876.0
IND,India,32,Equipo de comunicaciones,26747.3,209935,5615193262.0,845103381.0
IND,India,33,Instrumentos de precision,50914.1,112825,5744382060.0,44792706704.0
IND,India,34,Vehiculos automotores,22829.0,101621,2319906022.0,503004947.0
IND,India,35,Otro equipo de transporte,25760.3,241907,6231602341.0,575966266.0
IND,India,36,Muebles y otras manuf.,17553.4,221512,3888287773.0,0.0
ITA,Italia,15,Alimentos y bebidas,114216.6,362056,41352790624.0,12343499981.0
ITA,Italia,17,Textiles,70881.7,296245,20998361943.0,34387817.0
ITA,Italia,18,Prendas de vestir,73180.0,363367,26591206144.0,81005908.0
ITA,Italia,19,Cuero y calzado,76245.9,359026,27374270200.0,98587480.0
ITA,Italia,20,Madera y corcho,55736.5,375535,20931012152.0,0.0
ITA,Italia,21,Papel y celulosa,203599.2,332250,67645825152.0,27463361508.0
ITA,Italia,24,Sustancias y prod. quimicos,165465.9,322977,53441672785.0,34909990845.0
ITA,Italia,25,Caucho y plastico,67160.1,219391,14734311621.0,0.0
ITA,Italia,26,Minerales no metalicos,60715.6,273571,16610024803.0,9692698.0
ITA,Italia,27,Metales comunes (basicos),54822.3,297398,16304045158.0,0.0
ITA,Italia,28,Productos metalicos,85805.8,583432,50061865630.0,128669607.0
ITA,Italia,29,Maquinaria y equipo,88053.7,234293,20630362976.0,508028307.0
ITA,Italia,30,Maquinaria de oficina/comp.,185672.1,178172,33081571911.0,16087018457.0
ITA,Italia,31,Maquinaria electrica,137893.9,286116,39453662600.0,15239640305.0
ITA,Italia,32,Equipo de comunicaciones,78134.6,203038,15864285097.0,0.0
ITA,Italia,33,Instrumentos de precision,166163.1,255364,42432070156.0,70165994530.0
ITA,Italia,34,Vehiculos automotores,139437.0,210350,29330565670.0,12150799009.0
ITA,Italia,35,Otro equipo de transporte,239627.9,327540,78487722360.0,170221684165.0
ITA,Italia,36,Muebles y otras manuf.,102086.4,433701,44274975732.0,230508851.0
JPN,Japon,15,Alimentos y bebidas,60021.1,521712,31313747078.0,1983059.0
JPN,Japon,17,Textiles,81578.0,616083,50258848621.0,13745804.0
JPN,Japon,18,Prendas de vestir,57845.7,793928,45925342937.0,755179.0
JPN,Japon,19,Cuero y calzado,69548.3,720497,50109355092.0,1861171.0
JPN,Japon,20,Madera y corcho,69170.9,358780,24817120488.0,0.0
JPN,Japon,21,Papel y celulosa,68355.5,445338,30441321366.0,2803756.0
JPN,Japon,24,Sustancias y prod. quimicos,119937.3,239729,28752447874.0,211168920.0
JPN,Japon,25,Caucho y plastico,101411.1,410299,41608867020.0,22051612.0
JPN,Japon,26,Minerales no metalicos,97639.6,519113,50685980356.0,55063401.0
JPN,Japon,27,Metales comunes (basicos),171720.8,348401,59827687322.0,2630239291.0
JPN,Japon,28,Productos metalicos,188440.7,299189,56379395245.0,1687074201.0
JPN,Japon,29,Maquinaria y equipo,193847.0,495675,96085105245.0,2632614662.0
JPN,Japon,30,Maquinaria de oficina/comp.,179060.0,311522,55781124945.0,195757109.0
JPN,Japon,31,Maquinaria electrica,100903.9,411148,41486444707.0,0.0
JPN,Japon,32,Equipo de comunicaciones,350701.0,245248,86008721672.0,173254411209.0
JPN,Japon,33,Instrumentos de precision,124386.5,347623,43239595213.0,202193272.0
JPN,Japon,34,Vehiculos automotores,363518.9,496437,180464222768.0,365042149921.0
JPN,Japon,35,Otro equipo de transporte,231982.7,483810,112235565015.0,11869920049.0
JPN,Japon,36,Muebles y otras manuf.,208073.7,690443,143663034886.0,2146973378.0
KOR,Corea del Sur,15,Alimentos y bebidas,46201.3,371020,17141620527.0,0.0
KOR,Corea del Sur,17,Textiles,41556.0,529306,21995817865.0,101701.0
KOR,Corea del Sur,18,Prendas de vestir,87065.7,474811,41339745003.0,34817822.0
KOR,Corea del Sur,19,Cuero y calzado,30698.4,477933,14671762658.0,13364.0
KOR,Corea del Sur,20,Madera y corcho,71051.2,360612,25621924837.0,3312040.0
KOR,Corea del Sur,21,Papel y celulosa,126478.9,244666,30945096599.0,413191085.0
KOR,Corea del Sur,24,Sustancias y prod. quimicos,110702.3,331825,36733781757.0,444124357.0
KOR,Corea del Sur,25,Caucho y plastico,123298.6,296492,36557038317.0,226846010.0
KOR,Corea del Sur,26,Minerales no metalicos,84454.7,288238,24343045058.0,37284485.0
KOR,Corea del Sur,27,Metales comunes (basicos),193172.7,355259,68626342157.0,19920591013.0
KOR,Corea del Sur,28,Productos metalicos,69103.1,301466,20832232259.0,9221576.0
KOR,Corea del Sur,29,Maquinaria y equipo,205399.1,192451,39529262562.0,9793825406.0
KOR,Corea del Sur,30,Maquinaria de oficina/comp.,271941.3,251717,68452247159.0,83887962445.0
KOR,Corea del Sur,31,Maquinaria electrica,91707.4,304564,27930769218.0,0.0
KOR,Corea del Sur,32,Equipo de comunicaciones,247354.3,350768,86763970967.0,59505449669.0
KOR,Corea del Sur,33,Instrumentos de precision,84462.8,220417,18617042969.0,0.0
KOR,Corea del Sur,34,Vehiculos automotores,316458.2,183177,57967864692.0,254876262637.0
KOR,Corea del Sur,35,Otro equipo de transporte,144248.8,328104,47328596808.0,734159659.0
KOR,Corea del Sur,36,Muebles y otras manuf.,43775.1,544147,23820108146.0,0.0
MAR,Marruecos,15,Alimentos y bebidas,19812.4,22969,455071748.0,0.0
MAR,Marruecos,17,Textiles,33592.1,20921,702779488.0,154499895.0
MAR,Marruecos,18,Prendas de vestir,14992.4,27426,411181221.0,0.0
MAR,Marruecos,19,Cuero y calzado,32231.3,33382,1075944132.0,26295935.0
MAR,Marruecos,20,Madera y corcho,23817.9,30844,734639310.0,8921116.0
MAR,Marruecos,21,Papel y celulosa,27840.0,21119,587951976.0,0.0
MAR,Marruecos,24,Sustancias y prod. quimicos,45378.9,16379,743261620.0,1910464926.0
MAR,Marruecos,25,Caucho y plastico,38302.2,19545,748616952.0,395401643.0
MAR,Marruecos,26,Minerales no metalicos,24702.2,22215,548758946.0,10819579.0
MAR,Marruecos,27,Metales comunes (basicos),32377.0,17846,577799321.0,0.0
MAR,Marruecos,28,Productos metalicos,27198.1,18223,495630971.0,0.0
MAR,Marruecos,29,Maquinaria y equipo,62150.5,11024,685146826.0,14540849358.0
